id,name,street_address,city,state,zipcode,birth_date,gender,education,occupation
6f5c95125f9acc9db47f32fff9301610, Hazel Balch ,2754 SE 32nd Ave,Portland,Oregon,97202.0,1959-05-25,female,Graduate DEGREE,Sales
c5db6df5bd2651431c6ea52f6bde4587,Bobbi Simmons,1760 NE Irving St,Portland,Oregon,97232.0,1987-11-13,female,College,Business & Finance
5f1a8945b7c7b3dc4e8df71d20710eb8,James Sarver,5431 NE 19th Ave,Portland,Oregon,97211.0,1991-02-01,male,High School,Blue Collar
ac53575315578382fe4dc4f7bdcd9273,Eduardo Durica,2711 SE LINCOLN St,Portland,Oregon,97214.0,1977-05-24,male,,Business & Finance
0fc5a196f2df64534bebc1484d3ed839,Jeanne Lewis,11550 NE Knott St,Portland,OREGON,97220.0,,female,College,Admin & Support
f106e9d626ec8ef9c1384efa24ef4de5,See Lanzone,5300 N Marine Dr,Portland,Oregon,97203.0,2009-09-19,female,College,Education & Health
235e24d38faafd1d2a3acc486dc71ea4,Bernard Petron,18200 SE Willamette Dr,Portland,Oregon,97267.0,2008-09-13,male,High School,Tech
6a4345fb57c6afdddc144dc8e0f3bda5,Jane Bryan,1274 N Thunderbird Way,Portland,Oregon,97227.0,1959-12-07,female,Graduate Degree,Admin & Support
4c2cee1c70663c959f98cd0e09eedb74,Eric hughes,429 Bergis Rd,Lake Oswego,Oregon,97034.0,1961-03-15,male,College,Blue Collar
f8584c280388ca0798e1b635f7afc1b8,Matthew Majszak,5300 N Marine Dr,Portland,Oregon,97203.0,1974-04-04,,High School,Sales
c5b9a3920d18f711e267c7bfb9797e12,Ryan Bui,2220 SE 92nd Ave,Portland ,Oregon,97216.0,1986-09-23,male ,Graduate Degree,Sales
eb711aa89647ea21ea5f708e1708fc94,John Rinehart,6831 NE Claremont Ave,Portland,Oregon,_97211.0,1971-01-02,male,High School,
7e29fd59044660f7cb6420364782339e,Deangelo Hayden,8802 N Chase Ave,Portland,Oregon,97217.0,,MALE,Graduate Degree,Blue Collar
ecf3e3a5941f0d70a960ee4b3cfdeed3,Amber Wesselman,4647 SE 40th Ave,Portland,Oregon,97202.0-,1959-11-19,female,Graduate DEGREE,Admin & Support
6edc4f4858f05a34e5a18edee048cdae,Carolyn Saunders,4055 SE Salmon St,Portland,Oregon,97214.0,1964-11-19,FEMALE,High  School,Others
f60e871829a7262c9f235d01f85ff6ab,Elvia Bateman,649 SE 32nd Ave,Portland,Oregon,97214.0,1966-06-07,female,Others,
f19958a139ef9148533c60be79848b2b,Dawn Hensler,600 SW Market St,Portland,Oregon,97201.0,1975-05-30,female,Graduate Degree,
f9372de3c8ea501601aa3fb59ec0f524,James Klein,1720 N Shaver St,Portland,Oregon,97227.0,2119-02-10,male,Graduate DEGREE,Sales
564a19483a1b1379899f9d89e4b28681,Carol Stanfill,2926 NE 9th Ave,Portland,Oregon,97212.0,1960-04-22,female,College,Others
1490a33902f68ac539c87f49f279e14d,Christina Blevins,10581 NE Sacramento St,Portland,Oregon ,97220.0,1986-04-07,female,College,
440ebd03d57036c2041ebb0434733618,Robin Fisher,626 NW 17th Ave,Portland,Oregon,97209.0,1973-07-14,female,High School,blue Collar
89e2598662c0039c3c5c833e4437e19b,David Aviles,1st Dr N,Portland,Oregon,97266.0,1808-08-24,male,Others,Blue Collar
819f89c4561234551a1c2e89126c4bd1,James Bateman,501 N Farragut St,PORTLAND,Oregon,97217.0,2108-08-31,male,High School,Blue Collar
d7e9d7716345d163f17cf18a27a298d2,Jaime Stidham,8226 SE 170th Ave,Gresham,Oregon,97080.0,1976-01-16,female,College,Blue   Collar
ed8c27ffc974c306f72eda107dcc3378, Fernando  Washington,6936 N Fathom St,Portland,Oregon,97217.0,2003-11-21,male,Others,Sales
33024b7fe16e1455324371c705db4fa4,Sherill Carter,7000 NE Airport Way,Portland,,97218.0,1981-08-02,female,High School,Others
ed82913fd818372fed9055c0d104c06b,Delores Borish,4828 SW Oleson Rd,PORTLAND,Oregon,97225.0,1993-02-17,female,College,Admin & Support
91871955f3641857832766ac3f5a0b95,Brian Ward,35 SE  32nd Ave,Portland,Oregon,97214.0_,2120-08-25,male,Graduate Degree,Education & Health
9a0a591bc34d0778dc041cd519a125ea,Robert Love,4365 NE Sumner St,Portland,Oregon,97218.0,1985-10-03,male,Graduate Degree,Business & Finance
f3623c280539f0c0003d8eb3e8dde166,Mary Riggs,6836 SE 22nd Ave,Portland,Oregon, 97202.0,1807-03-19,,College,Sales
2795b5f10eebfe78050c3fa6f2336f33,William Cottrell,1103 SW Highland Dr,,Oregon,97080.0#,1985-01-26,male,Others,Admin & Support
66d96cdc8fe71f354cabe3a40a9b84e0,James Williams,47 NE Holladay St,,Oregon,97227.0#,1991-04-27,male,Others,Others
4998a96274855fade64852384bbdcc90,Charlie McElroy,919 CUMBERLAND rd,,Oregon,97034.0,1959-07-16,male,High School,Business & Finance
81e0764fe30c625e8899b44548ab738d,William Jackson,5206 N Interstate Ave,Portland,Oregon,97217.0,1963-12-28,male,College ,Others
9a82e0294806f1202045279075a3d13f,Travis Murphy,4431 SE Francis St,Portland, Oregon,97206.0,1989-05-15,male,Graduate Degree,Others
c6055d66708ec704801867388d76a01e,Amanda Henson,2745 N Interstate Ave,Portland,Oregon,97227.0,2006-01-23,female,College,
5f4de5c4bf86c0d5478c98a882714eec,Brian Lewis, 7000  NE Airport Way ,Portland,Oregon ,97218.0,1967-11-03,male,College,Education & Health
1db60c8c58b9242daa99a6f45cc2941e,Donald Maestas,9616 NE 16th St,Vancouver,Washington,98664.0,1965-04-09,male,Others,Others
2f4ebb94347a5c0d002cdc6c3fc01329,Nicole Goshorn,11731 SW 41st Ave,Portland,Oregon,97219.0,1988-11-26,female,Graduate Degree,Tech
de617e1c890faa73e5a8ddbae1ea74a4,George Koehler,634 SE Ankeny St,Portland,Oregon ,97214.0,1996-09-17,male,Graduate  Degree,Business & Finance
f6e7da6441a54286028e805dc75cf475,Gary Pham,3136  NE Couch  St  ,Portland,Oregon,97232.0,1966-02-20,MALE,High School,Others
8e7cd8e5f0d693c7f1176a094192f8ee,Brenda  Askew,1027 SE 53rd Ave,Portland,OREGON,97215.0,1986-04-24,female,College,Education & Health
a9e01ca2073f97525b045ee1ad52fbcb,Gerald Johnstone,7025 NE 42nd Ave,Portland,Oregon,#97211.0,1953-10-14,male,Graduate Degree,Education & Health
82b9010fa40a3850c08bc55aca88057b,Maria Morris,7324 NE Sacramento St,Portland,Oregon,97213.0,1988-08-04,,College,Blue Collar
4e689b78b5d1cc5c1eba5e1d18e0b039,Tami Wills,11405 SW Bel Aire Ln,Beaverton,Oregon,97008.0,1960-04-08,female,High School,Others
b3a6b739c121844758cff3147917b7a4,Russell Worsham,9820 SE Holgate Blvd,Portland,Oregon ,97266.0,1968-09-22,male,High School,Education & Health
d4d78d54ecb299654509d09a3f14aaea,Angel Rodriguez,6006 N Denver Ave,Portland,Oregon,97217.0,1962-12-06, male,Graduate Degree,Sales
20bb8a6b41f8f7932771886830d5cf30,Colleen Rucker,1145 SE 71st Ave,Portland,Oregon,97215.0,,female,Graduate Degree,Blue Collar
719b0ad56ea4b9b4360e174be1b3b1e1,Anthony Vincent,3500 N Victory Blvd,Portland,Oregon,97217.0,2111-02-23,male,Others ,Sales
eb33a65f76cb95aa6f54f429f9f7e483,Vicki Barclay,8701 N  Harborgate St ,Portland,Oregon,97203.0,1983-11-10,female,Others,Others
c7086d4256c62c52122eaf9e8bed3fb2,William Mayfield,4575 NE 75th Ave,Portland,Oregon,97218.0,1965-04-14,male,Graduate Degree,Blue Collar
3f84606c4b0e07908d9224d0734712e1,Joseph Peatman,8624 NE Boehmer St,,Oregon,97220.0,1976-02-08,male,High School,Admin & Support
5ed70d14770d46a40ef282934e79f82c,Leonor Blondheim,3343 NE 11th Ave,Portland,,97212.0,1956-06-22,FEMALE,High School,Blue Collar
f7d4c4c2cb7cd40b0ad6413ebb21a36d,John Turner,3614 SE Insley St,Portland,Oregon,97202.0,2006-07-22,male,Graduate Degree,Admin & Support
1b0cc517d8741dae4e55e0afb6eaf94f,Elizabeth Bornstein,7738 NW Thompson Rd,Portland,Oregon,97229.0,1998-08-31, female,Others,Education & Health
00d6f0c984073f224c677363dafa53f4, Maria  Ford,1000 NE Multnomah St,Portland,Oregon,97232.0,1982-01-29,female,Others,Others
b6f26bc0a08affde353aa6b583f179a4,Judie  Morgan,5541 N Basin Ave,Portland,Oregon,97217.0,2006-02-01,female,Graduate Degree,Blue Collar
69a2fbbf7aaad8ac0729e55d85858b0e,Larry Green,4759 SW Slavin Rd,Portland,Oregon , 97239.0,1964-08-04,male,College,Tech
7a1f47edd69d69da4c5f95a6a95f75ee,Steve Huff,1125 SE 60th Ave,Portland,OREGON,97215.0,1806-02-04,male,High School,Admin & Support
8eeba5ee0e044251ae5a25d50fe6ea16,Sam Harris  ,3510 NE Cadet Ave,Portland,Oregon,97220.0 ,1993-05-19,male,Others,Business & Finance
ee7192874c780a38ef58f4944a53d28b,Darcy Masco,423 NW Uptown Ter,Portland,Oregon,97210.0,1958-05-10,female,High School,Sales
70a4101e37de683158fc69c74d353fe7,Pamela Clemente,7915 N Portsmouth Ave,Portland,Oregon,97203.0,1801-12-02,female,Others,Education & Health
a9dddb99d6b931c65b921d360d06be0f,Mary   Morrow,4789 N Basin Ave,Portland,Oregon,97217.0,1969-02-26,female,Others,Admin & Support
db7335a0d6db6fbed77b634bdb697e53,Lashonda Carle,3220 Duncan Dr,Lake Oswego,Oregon,97035.0,1960-03-18,female,High School,Tech
da87c0c54985ccf0233f76cc2ee7c2cd,PAULA conway,11531 SW Oak Creek Dr,Portland,Oregon,97219.0,1951-10-02,female,Others,Sales
5fb6332a81594e05a950ca35dfb59bd7,Karen Tuazon,9402 NE Gertz Ct,Portland,Oregon,97211.0,1952-05-15,female,Graduate Degree,Admin & Support
f8821e80b1382c2c493da4c0e271f382,Yuette Tallant,5007 SW Canterbury Ln,Portland,Oregon,97219.0,,FEMALE,Graduate Degree,Admin & Support
bf0404e875587b27fe24e0e3f0592144,Darrel Yoshida,6347 SE Scott Dr,Portland,Oregon,97215.0,2103-10-02,male,College,Education & Health
ad586224603a96533e48b2e74635ea51,PAMELA THOMAS,2611 NE Alameda St,Portland,Oregon,97212.0,1988-02-18,,High school,Admin & Support
1438f78d46e00ed3373262b8f4cb3bb3,Christopher Soileau,9021 NE Killingsworth St,Portland,Oregon,97220.0,,male,Others,Sales
a63d73411bab48a7f0eb8410d69561c9,Eddie Brown,10011 SE Division St,Portland, Oregon,97266.0,2115-11-22,male,Graduate Degree,Admin & Support
d790fad1e6e3947046a753cb66f2238a,Joaquin Bosworth,4941 SW Humphrey Park Crst,Portland,Oregon,97221.0,1980-05-16,MALE,College,Sales
5e195ebbe5f3a48fa72c810d69ff8747,Millard Kelly,6605 NE 17th Ave,Portland,Oregon,97211.0,2001-01-30,male,College,Education & Health
e1a8987ef7cdeefa57642a4f3c1a8156,Stanley Spencer,5216 NE 89th Ave,Portland,Oregon ,97220.0,1974-10-02,male,College,Business & Finance
57739aae60f0de28dde5d6aeda68f95f,Patrick Alder,11996 NE Marine Dr,Portland,Oregon,97220.0,1989-04-08,male,Others,Blue Collar
74c6a149bb89ed6a5b984b4dc5956f6e,Dustin Dibenedetto,5190 NE Cornfoot Rd,Portland,Oregon,97218.0,1996-05-04,male,,Business & Finance
a4622adb8b3c10a8c8c818e915fa8abe,Gregory Kong,4131 SE 75TH AVE, Portland,Oregon, 97206.0,1973-06-12,male,High School,Education & Health
ed8a7fde3f13a5f5a625665e2562490d,Thomas Muhammad,13625 SW Devonshire Dr,Beaverton,,97005.0,1951-06-30,male ,,Sales
965778bdeba01f86ef7f5f0c2a287e50,James Wilde,2138 NE 16th Ave,Portland ,Oregon,97212.0,2000-09-17,male,High School,Admin & Support
32bb78cabbfe32d06556b3953698e12c,James Patti,2631 NE 82nd Ave,Portland,Oregon,97220.0,2002-11-06,male,Graduate Degree,Tech 
237a5ae845a56b107c72f7456d09cb5e,Joseph King,6934 NE 47th Ave,Portland,OREGON,97218.0,1977-03-16,male,Others,Business & Finance
7f3917e93e60c322542819c585a15792,Angelia Hernandez,4437 SW Twombly Ave,Portland,Oregon,97239.0,1953-03-02,female,Others,Admin & Support
bdb7c353b2fd8f4fedce9df295633a74,Michael Ehrlich,2020 SE Powell Blvd,Portland,Oregon,97202.0,2000-08-30,male,Others,Admin & Support
655680293045bf50cac3ee94031df00a,Maria Gonzales,5927 N Delaware Ave,Portland,Oregon,97217.0,1818-04-20,female,Graduate Degree,Education &    Health
b515a063ed6c7d9724e4bf94b014b2ae,Bess Vavrik,3033 SW 2nd Ave,Portland,,97201.0,1960-09-03,female,High School,Sales
78ba51784818e8bad673713538dd5db9,Mandie Monroe,777 NE 87th Ave,Portland,Oregon,97220.0,,female,College,Tech
b3ca9535ff00bce99776213b438b3e2b,Daisy Sisco,6335 N Williams Ave,Portland,Oregon,97217.0,2104-05-23,female,College,Admin & SUPPORT
b0d64a1fa0b568a96ab6b602cffbafb7,ANGELA splichal,2309 SW 1st Ave,Portland,,97201.0,1988-06-18,female,Others,Education  &  Health 
25beee697ee797046ff0bbd0ba3d1ac7,Shane Dong,12712 SE Knapp St,Portland,Oregon,97236.0,2004-06-14,male,High School,Others
2a0044b2db5ff104374b74d742f94d10,Leticia Brinkley,4038 SE 16th Ave,Portland,Oregon, 97202.0,2000-11-02,female , College,Admin & Support
3afcc811ed083ee010ae51f68382aea3,Patricia Mether,5159 SE 24th Ave,Portland,Oregon,97202.0#,,female,College,Others
b47d2166915db8014219cf8527aa7956,Lisa Cheng,10740 N Expo Rd,Portland,Oregon,97217.0,1986-04-26,female,Graduate Degree,Others
4eaf267505294afa64362297c5388ffb,Alan Castle,5850 SW Lee Ave,Beaverton,Oregon,97005.0,1997-09-20,MALE,College,Education & Health
f073be688f2016dc22f318b7113e06f0,Jill Hamood,3036 NE Everett ST,Portland,Oregon,97232.0,1814-10-13,female,,Blue Collar
97c723950f938e4d61c5fd3a1927801a,Roselee Holzem,3306 SE Brooklyn St,PORTLAND,Oregon,97202.0,1986-12-01,FEMALE,High School,Education & Health
bf069c8606ba5ec6d609cffb03537ae1,Ralph Colwell,2205  N  Lombard   St,Portland,Oregon,97217.0,1807-08-23,MALE,OTHERS,Others
36dd18827da17718cdf517d865e9ba73,Martin Cunningham,5630 S Riverside Ln,Portland,Oregon,_97239.0,1988-11-12,male,College,Admin & Support
10e32ca7e08f7e2dad0272e94be970ef,Sean Munguia,3028 SE 90th Pl,Portland,Oregon,97266.0,1977-01-26,male,Others,Business & FINANCE
18655dc2f6066a6a16e3920c5069dbb8,Michael Gilmore,3607 NE 44th Ave,,Oregon,97213.0 ,1980-06-22,male,College,Blue Collar
a7959bf2950311081e2e2dc8cf96b99a,Debra Velez,4428 SE Francis St,Portland,Oregon,97206.0,1971-07-25,female,Others,Others
7e936b4e79e7408538a363131cb904b7,Benjamin Leonard,2871 NW WARDWAY St,Portland,Oregon,_97210.0,2008-09-02,male,High  School ,Tech
821f2f62a69214ac42ea390b9d641264,ernestine Gooden,1529 NE 21st Ave,Portland,Oregon,97232.0,1997-06-02,female,Others,Tech
12b5e6f4c2df7edfd84542f2e7953512,Kassandra Santiago,3535 SE Snowberry St,Portland,Oregon,97222.0,1974-11-04,female,Others,Tech
a6c4e9814b05dfea1563cea5d84c3611,Etta Schmidt,1133 SW Rivington Dr,Portland,Oregon,97201.0,1991-05-11,female ,College,Blue Collar
a27b7c9ede957ca2fb93e319a20b0e2b,Helen Parker,3854 SE Morrison St,Portland,Oregon,97214.0,1988-08-05,female,Graduate Degree,Others
5c6b9cf78db88dacd42804cc381ead8f,Daisy Mendoza,5723 N Cecelia St,PORTLAND,Oregon,97203.0-,1958-05-17,female,Others,Sales
328209ea47b5bf2d99205212f6b1067f,Jon Boyle,10594 SE 75th Ave,Portland,Oregon,97222.0,1954-06-28,MALE,Others,Education & Health
3a6df85313d3e5f959e3c28479bdbbd6, Jennifer Hernandez,4720 N Channel Ave,Portland,,97217.0,1956-09-24,female,Graduate Degree,
c53b37709f6af9ae640574c81402c574,Edelmira Grant,5900 SW 27th Ct,Portland,Oregon,97239.0,1950-07-25,female,Others,Sales
be5d0dcffba2ca51f43d51c69e8cdf70,Jennifer Kimberlin,4407 SW Barbur Blvd,Portland,Oregon,97239.0,1973-12-28,female,Others,Blue  Collar
60a31afe364a72ec766348ff7f1a8271,Steven Brammer,7729 NE Beech St,Portland,Oregon,97213.0,1980-01-13,male,Others,Others
1df7e4cac1f27bba87c7dc68b348b607,Willie BERRYMAN,8407 SE 72nd Ave,Portland,,97206.0,1964-01-06,male,College,Admin & Support
e4850709feff9513daa024fba006233e,Jeanette  Ford ,9142 N Leonard St,Portland,Oregon,97203.0,1957-09-27,female,Others,sales
a644c1f6e1a4bfef696746c43e25df35,Brent Withrow,3079 NW Front Ave,Portland,Oregon,97210.0,,male,Others,Sales
2ba376fb66ae6fb435a4e60e253c14e1,James Gorham,4114 N Colonial Ave,Portland,Oregon,97217.0,1956-03-27,male,High School,Education & Health
19c3af0fa0499d05deae8b0824c977e2,William Carr,11 NE Hancock St,Portland,Oregon,97212.0,1979-07-28,male,College,Tech
792ae2098550361b5f6d0803b725f1f1,Jaye Venturelli,11658 SW Iron Horse Ln,Beaverton,Oregon,97008.0,1990-10-14,female,College,Business & Finance
a63e36c42ff69100af4ddce7368fabb0,Lynn King,1122 NE 48th Ave,Portland,Oregon,97213.0,1999-12-21,female,Graduate Degree,Education & Health
7835f1d4b8e2a9dc59fedd3da07d1243, John  Dalson,5395 SW Dover Ln,Portland,Oregon,97225.0,,male,Graduate Degree,Sales
bb9bb4dcafb2f8b33e191de03c0fe3d8,Eric Mayo,1535 N Marine Dr,Portland,Oregon,97217.0,1982-04-03,male,College,Blue Collar
f9feb44658f84cda261fb017d765b975,Patrick Yeatman,4315 N Haight Ave,Portland,Oregon,-97217.0,1980-09-25,male,College,Admin & Support
2b023e8ef05bc55b8bc60babdf2216fa,Karen Murdock,12058 SE 37th Ave,Portland,Oregon,97222.0,1964-04-07,female,College,Others
a5bfb7c3fa75dfce9896ef3423f5933f,Marquita Obaid,24836   SW Brentwood Dr,West Linn,Oregon,97068.0,1952-03-17,female,High   School,Admin & Support
f05a819019809c7d08305b8993aa3710,Ray Marks,15422 Boones Way,Lake Oswego,Oregon,97035.0,1966-06-27,male,High School,Tech 
4fe5ae447aa8aac0532222b45c217b1f,James Foret,4136 NE Maywood Pl,Portland,Oregon,97220.0,,male,High School,Tech
50c5618b3003ceb3b8a38ee6c5b91864,Margaret Ramaswamy,8250 SW Leahy Rd,Portland,Oregon,97225.0-,,female,High School,Others
4b960513f5a18b6dcda98acfacb935e8,Suzanne Sheehan,5611 NE Church St,Portland,Oregon,97218.0,2105-10-06,female,High School,Business & Finance
7c5adf6e27c7aa94beaa2e53bc229985,Bernadine Reis,3231 SW Doschdale Dr,PORTLAND,Oregon,97239.0,1994-05-03,FEMALE,College,Others
689bf7903cac774e5c4c38e98422cea3,Donna Spencer,5200 NE 92nd Ave,Portland,Oregon,97220.0,1986-10-26,female,Others,Admin & Support
f86d450cb3acb6e943c21adc5106f785,Laura Charbonneau,128 NW 12th Ave,Portland,,97209.0,1951-10-23,female,Graduate DEGREE,Education & Health
5ab8e251fd953dfe246a1f655e38c066,Carol Martinez,3602 NW Seward Rd,Vancouver ,Washington,98685.0,2008-08-11,female,High school,Tech
3da6933d12321a2e734609a50d63953f,Donald Huff,3130 N Willamette Blvd,Portland,,97217.0,1998-07-15,male,College,Others
a424c96f5928b30c009ba28cb86f7951,Ruth  Gatterdam ,3707 NE 73rd Ave,Portland,Oregon,97213.0,,female,High School,Sales
99681d8f400b0f8ccaab9c31a3ae7428,Donald Duran,1210 NE 152nd Ave,Portland,Oregon,97230.0,1958-01-17,, College,Sales 
ca89445b9532ebe80de1bd993e4c2449,James Castaneda,2219 N Vancouver Ave,Portland,Oregon,97227.0,1987-10-08,male,others,Sales
35b16e3c4640c21325591f5ad8dd183f,ELSIE Munday,51 NE Holladay St,Portland,Oregon,97227.0,1988-02-02,female,high School,
f6c9c535e9750ab3351363d6b780ded5,Alaina Applewhite,7011 SW 4th ave,Portland,Oregon,97219.0,1985-02-14,female,Others,Admin & Support
58499cee375ff2d18eb647078edbe1d1,  Wenona Strause,3014 SE 13th Pl,Portland,Oregon,97202.0,2004-07-19,female,Graduate Degree,Sales
afa1a5f0a749e5a556188d0bd58d674e,Mary Melvin,2210 SE Hanna Harvester Dr,Portland,OREGON,97222.0 ,1967-09-30,female,Graduate Degree,Business & Finance
282db9426f397da939f7e5c597b8e256, John Dokken,904 NE Prescott St,Portland,Oregon,97211.0,,male,Others,Business & Finance
58ecc520415bb1680a2aab008133b4c9,Fernando Rozelle,841 SW Main St,Portland,Oregon,97205.0,1989-02-25,male,College,Admin & Support
e591b3ff9e48bbd7bae5363b2e0e097a,Jeanette Perez,16 Churchill Downs,Lake Oswego,Oregon,97035.0,1957-07-05,female,Graduate Degree,Admin & Support
f93b07efd42c831888ea6964b1cc91ed,Lino Casillas,3787 SW Lyle Ct,Portland,Oregon ,97221.0,1967-11-11,MALE,College,Tech
1dea222cf5be45bb59a1f7144e7b126f,James Williams,6240 SW Old Scholls Ferry Rd,Portland,Oregon,97223.0,2005-02-28,male,Others,Tech
2c06dd5c2bee8c4b1038bcf77e1dfb0e,Dominique Nam,3975 NW Yeon Ave,Portland,Oregon,97210.0,1978-03-26,female,Graduate Degree,Tech
f5526fb402a405c223def08e8c5982b5,Nicole Teague,2711 SE Tacoma St,Portland,OREGON,97202.0,2009-10-03,female,,Sales
c83800e45daa787cdbd793520de44052,Khalilah Hill,1717 NE 159th Ave,Portland,Oregon,97230.0,1985-08-01,female,High School,BUSINESS & Finance
dbea8829ce98014204c4460c8dae279f,Christie Willard,13670 SW Otter Ln,Beaverton,Oregon,97008.0,1989-03-24,female , Others,Admin & Support
996bca3d7b6f3b24ef5863b03824e5db,Alfredo Herman,8547 NE Knott St,Portland,OREGON,97220.0,1953-06-07,male,College,Education & Health
5d411d9c66136d0ab31e1cf1f12739ab,Richard Owens,4811 Lamont Way,Lake Oswego,Oregon,97035.0,1958-05-06,male,Others ,Sales
